"comid","group_code","group","pct_mean","ols_slope","ols_pvalue","mk_tau","mk_pvalue","sen_slope","trend_direction"
620642943,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620642943,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620642943,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620642943,"NAT","Cobertura natural",9.97363898670301,-0.0233290263488326,0.0438705197801887,-0.202824300619424,0.0673306086631705,-0.0194305067475976,"sin tendencia"
620642961,"A","Bosque natural",98.408560603857,-3.09032749725205e-05,0.996120714479906,-0.250805155063551,0.0237486978166186,-0.0101672292783322,"perdida"
620642961,"ANT","Uso antropico",1.55443806703261,-0.0012683487270885,0.839514887991085,0.217364467721744,0.0502151032541799,0.00895036727241747,"sin tendencia"
620642961,"B","Vegetacion altoandina",0,0,NA,NA,NA,0,"sin tendencia"
620642961,"C","Otra formacion natural",0,0,NA,NA,NA,0,"sin tendencia"
620642961,"D","Agricultura, silvicultura y ganaderia",1.52325489558279,0.00187246378783751,0.746864798691777,0.284245842405357,0.0103409755359755,0.00982097124285781,"incremento"
620642961,"E","Infraestructura antropica",0.0311831714498113,-0.00314081251492601,5.06963459477372e-05,-0.497844590584076,8.00481052694905e-05,0,"perdida"
620642961,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620642961,"G","Area no vegetada natural",2.53888561019266e-05,-3.62017460365186e-06,0.0162981000310596,-0.312147236790425,0.0199576283902411,0,"perdida"
620642961,"H","Cuerpos de agua",0.0369772088015452,0.0013028635886628,0.00054426063718431,0.244491457894995,0.0304964149237902,0.000593801375962643,"incremento"
620642961,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620642961,"NAT","Cobertura natural",98.4455632015147,0.00126834013908619,0.839515556863825,-0.217364467721744,0.0502151032541799,-0.00895030950939753,"sin tendencia"
620642985,"A","Bosque natural",100,0,NA,NA,NA,0,"sin tendencia"
620642985,"ANT","Uso antropico",0,0,NA,NA,NA,0,"sin tendencia"
620642985,"B","Vegetacion altoandina",0,0,NA,NA,NA,0,"sin tendencia"
620642985,"C","Otra formacion natural",0,0,NA,NA,NA,0,"sin tendencia"
620642985,"D","Agricultura, silvicultura y ganaderia",0,0,NA,NA,NA,0,"sin tendencia"
620642985,"E","Infraestructura antropica",0,0,NA,NA,NA,0,"sin tendencia"
620642985,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620642985,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620642985,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620642985,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620642985,"NAT","Cobertura natural",100,0,NA,NA,NA,0,"sin tendencia"
620643008,"A","Bosque natural",99.9504889547825,-0.00441859911351499,2.19569681470026e-07,-0.797009332032776,1.73916900633658e-12,-0.00236704945564359,"perdida"
620643008,"ANT","Uso antropico",0.0412284710955646,0.0042031196102382,1.28175907536242e-06,0.811384493298432,7.36400105531444e-13,0.00217639792384182,"incremento"
620643008,"B","Vegetacion altoandina",0,0,NA,NA,NA,0,"sin tendencia"
620643008,"C","Otra formacion natural",0,0,NA,NA,NA,0,"sin tendencia"
620643008,"D","Agricultura, silvicultura y ganaderia",0.0291331877315315,0.00327935018763289,4.26445915343598e-05,0.712381402293595,1.41537177172889e-09,0.00121650035976262,"incremento"
620643008,"E","Infraestructura antropica",0.0120952833640331,0.000923769422605309,2.89888952363195e-10,0.74888358936103,1.11265327901426e-10,0.000721084550030736,"incremento"
620643008,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620643008,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620643008,"H","Cuerpos de agua",0.00828477625873348,0.000215359936836824,0.285203006493673,0.15006202191706,0.250289106310461,0,"sin tendencia"
620643008,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620643008,"NAT","Cobertura natural",99.9587737310412,-0.00420323917667868,1.2814013983105e-06,-0.810270718589062,7.41753853293318e-13,-0.00217652473694453,"perdida"
620644310,"A","Bosque natural",0.0614330793905538,-0.00121824253264441,4.29545860816805e-07,-0.429172647965503,0.000123135370258175,-0.00116343278652773,"perdida"
620644310,"ANT","Uso antropico",90.9179992973804,-0.0227173106084398,7.03636012152708e-05,-0.396408035365855,0.000332251684730496,-0.0262332459290765,"perdida"
620644310,"B","Vegetacion altoandina",6.34839441627264,-0.0114251557898343,0.00524951275287846,-0.291586925329198,0.00844675060175437,-0.0134162853161487,"perdida"
620644310,"C","Otra formacion natural",2.67217114102095,0.0353607178733842,4.28299077061348e-11,0.505777053443375,4.66137204214652e-06,0.032921334860301,"incremento"
620644310,"D","Agricultura, silvicultura y ganaderia",58.7386327981949,0.00976752608623128,0.0874306698837953,0.180885220021312,0.102836406021065,0.0108815291348621,"sin tendencia"
620644310,"E","Infraestructura antropica",32.1793664991856,-0.0324848366946712,5.67548853689173e-05,-0.368184809546927,0.000860935769935578,-0.0375186403592436,"perdida"
620644310,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620644310,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620644310,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620644310,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620644310,"NAT","Cobertura natural",9.08199863668415,0.0227173195509056,7.03616211570424e-05,0.395379016397359,0.000347090958034774,0.0262328582822289,"incremento"
620644316,"A","Bosque natural",10.7656622864306,-0.00492211920515009,0.630270076735358,-0.0295060997197885,0.797688190046568,-0.00176994750897082,"sin tendencia"
620644316,"ANT","Uso antropico",33.4953418684681,-0.138160030459845,0.00120096877420649,-0.253846153846154,0.0217185831142184,-0.101721938724323,"perdida"
620644316,"B","Vegetacion altoandina",52.7942894399166,0.142188814746506,0.00796605318831292,0.217948717948718,0.048950238599653,0.10725078157303,"incremento"
620644316,"C","Otra formacion natural",2.9142853198573,0.0024487576351324,0.583070859313996,0.0282413583140971,0.806684898185574,0.00228522223464819,"sin tendencia"
620644316,"D","Agricultura, silvicultura y ganaderia",33.3756849169731,-0.133830149558427,0.00110048506102173,-0.256410256410256,0.0204191298581656,-0.0992553356366262,"perdida"
620644316,"E","Infraestructura antropica",0.119652664288878,-0.00433012220757798,0.0162308449223464,-0.188281377108495,0.0999051038057519,-0.00175752878324899,"sin tendencia"
620644316,"F","Mineria",4.28720611012068e-06,2.41306160044316e-07,0.253087950471116,0.15293388567866,0.258606212675379,0,"sin tendencia"
620644316,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620644316,"H","Cuerpos de agua",0.0304186446373933,-0.00155542768608656,2.10631496306835e-08,-0.441787878949453,0.000115602997538243,-0.000887449252708205,"perdida"
620644316,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620644316,"NAT","Cobertura natural",66.5046556908419,0.138160025490402,0.0012009694982196,0.253846153846154,0.0217185831142184,0.101721877006505,"incremento"
620644335,"A","Bosque natural",79.3247623741627,0.303190612770602,1.77935330129446e-16,0.808158153869957,4.39388106440775e-13,0.255077166689738,"incremento"
620644335,"ANT","Uso antropico",3.69182020207518,-0.189952371936526,9.68286064127763e-12,-0.593458835084942,1.2401017093975e-07,-0.170188763717466,"perdida"
620644335,"B","Vegetacion altoandina",5.28444621711969,-0.111347373861533,1.47708923421546e-10,-0.409075983972414,0.000286512301018845,-0.0995516473346432,"perdida"
620644335,"C","Otra formacion natural",11.0127708315849,-0.000729365431569669,0.945891920944848,-0.00522280450066389,0.972032252454264,0,"sin tendencia"
620644335,"D","Agricultura, silvicultura y ganaderia",3.26952978037298,-0.197606834095481,2.11621462718599e-10,-0.524376567319863,3.04425976568287e-06,-0.164754902814619,"perdida"
620644335,"E","Infraestructura antropica",0.422290421702201,0.00765446215895518,0.225009924315448,0.124676252296795,0.284601595881503,0,"sin tendencia"
620644335,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620644335,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620644335,"H","Cuerpos de agua",0.686199765186757,-0.00116150959012207,0.522012743689046,-0.105259419790086,0.363053751373245,-0.000437875370687183,"sin tendencia"
620644335,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620644335,"NAT","Cobertura natural",96.3081791880541,0.189952363887377,9.68283570776355e-12,0.582102311748632,1.88305078038435e-07,0.170188795092034,"incremento"
620645672,"A","Bosque natural",0.000687068022671155,-7.73434922331503e-05,0.0617092955169462,-0.246432029045072,0.0671473897901187,0,"sin tendencia"
620645672,"ANT","Uso antropico",67.3121193367115,0.0322443357441441,0.028616249084306,0.288646627693584,0.00905398677398316,0.0516976203514522,"incremento"
620645672,"B","Vegetacion altoandina",32.5934081524611,-0.0264010233123127,0.0721304679173581,-0.237331671659169,0.0320380247845667,-0.043293181806807,"perdida"
620645672,"C","Otra formacion natural",0.0937847851309925,-0.00576595737123564,1.53999970570234e-09,-0.630260432770504,9.19437987561721e-08,-0.0053877229581772,"perdida"
620645672,"D","Agricultura, silvicultura y ganaderia",67.2046127915382,0.0188021476452164,0.1310869604322,0.234765923857448,0.0339527637219185,0.0460458298524152,"incremento"
620645672,"E","Infraestructura antropica",0.107506545173237,0.0134421880989279,1.16002350006164e-05,0.687470279077856,3.26507586861766e-08,0.00202859302179047,"incremento"
620645672,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620645672,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620645672,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620645672,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620645672,"NAT","Cobertura natural",32.6878800056147,-0.0322443241757815,0.0286163762607698,-0.288646627693584,0.00905398677398316,-0.051698019073929,"perdida"
620645686,"A","Bosque natural",0.128811831091298,-0.00183247731822521,0.0278257400939104,-0.130570112516597,0.247480153529945,-0.000657680599639732,"sin tendencia"
620645686,"ANT","Uso antropico",5.64126990728255,-0.0326496966877309,0.0988605099081691,-0.284245842405357,0.0103409755359755,-0.0353938711346163,"perdida"
620645686,"B","Vegetacion altoandina",93.633743673563,0.0290204374919916,0.158661486367493,0.250482160525082,0.0237740554037397,0.0349204981768581,"incremento"
620645686,"C","Otra formacion natural",0.472958566388115,0.00689865707194406,0.00021220983701908,0.424338227098112,0.000136621773543746,0.00568000475815947,"incremento"
620645686,"D","Agricultura, silvicultura y ganaderia",5.47085704281926,-0.0454822011417786,0.0222177128102536,-0.343410135394708,0.00193280425568039,-0.0500403563765922,"perdida"
620645686,"E","Infraestructura antropica",0.170412864463287,0.0128325044540478,1.07996901764057e-15,0.745614880142515,3.14602073614389e-11,0.0118883618658098,"incremento"
620645686,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620645686,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620645686,"H","Cuerpos de agua",0.123216715001035,-0.00143702883787948,0.116080278870154,-0.203338651486114,0.0772435955053904,-0.00027214409783482,"sin tendencia"
620645686,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620645686,"NAT","Cobertura natural",94.3587307860435,0.0326495884078304,0.0988612872032684,0.281310734128169,0.0110712178914822,0.0353937370574954,"incremento"
620645692,"A","Bosque natural",0.336738082114607,0.000349277609480468,0.0380623050972672,0.272123652134984,0.0411235940604749,0,"perdida"
620645692,"ANT","Uso antropico",90.8545805478934,-0.0170353939101513,9.65787844492282e-10,-0.61172546721157,3.29080292061214e-08,-0.017232555847872,"perdida"
620645692,"B","Vegetacion altoandina",0,0,NA,NA,NA,0,"sin tendencia"
620645692,"C","Otra formacion natural",8.80868099629879,0.0166860896583793,1.79346643785464e-09,0.561863134590111,3.95825945857727e-07,0.0169938860031277,"incremento"
620645692,"D","Agricultura, silvicultura y ganaderia",90.0793786346912,-0.0154834219707112,1.43479408409176e-08,-0.537030568057316,1.24001128925461e-06,-0.0154219650956058,"perdida"
620645692,"E","Infraestructura antropica",0.775201913202182,-0.00155197193943956,0.062491579300061,-0.135160200105697,0.250080980642659,0,"sin tendencia"
620645692,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620645692,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620645692,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620645692,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620645692,"NAT","Cobertura natural",9.1454190784134,0.0170353672678598,9.65837719609523e-10,0.610832857329616,3.50899930921297e-08,0.0172322520306438,"incremento"
620645698,"A","Bosque natural",85.8369441330433,0.0432286661740318,3.13582120455328e-16,0.72001498485905,8.29161392231005e-11,0.0435662332665991,"incremento"
620645698,"ANT","Uso antropico",0.542482695018407,-0.023109157096892,3.0496130638746e-07,-0.501650667774977,6.65165670944287e-06,-0.0185374962085108,"perdida"
620645698,"B","Vegetacion altoandina",2.69673930946738,0.00424311007067236,0.201961385746768,0.226590161620273,0.0433240722305223,0.00817207977748815,"incremento"
620645698,"C","Otra formacion natural",10.9187811054289,-0.0245988445171271,0.00604158961356455,-0.360241491474336,0.00118695569432266,-0.0373822869733,"perdida"
620645698,"D","Agricultura, silvicultura y ganaderia",0.526399583468446,-0.0233552859209112,1.5783338574244e-07,-0.535353296617741,1.5248159005334e-06,-0.0193884948878522,"perdida"
620645698,"E","Infraestructura antropica",0.0160831115499605,0.000246128824019216,0.249358085973578,0.128248011476016,0.302480408534702,0,"sin tendencia"
620645698,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620645698,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620645698,"H","Cuerpos de agua",0.00505082210111141,0.000236292468148511,1.28975886296595e-06,0.57944296338205,6.44246646120983e-07,0.00014367690780021,"incremento"
620645698,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620645698,"NAT","Cobertura natural",99.4575153700407,0.0231092241957249,3.04922083821059e-07,0.500655580869734,6.39677346950644e-06,0.0185375297547213,"incremento"
620645704,"A","Bosque natural",4.63649638928473,0.00168044542925217,0.853093774606932,0.107830640835643,0.333460472630333,0.0221252441406213,"sin tendencia"
620645704,"ANT","Uso antropico",49.1627123826402,-0.0299188054222046,0.225941745762105,-0.00641436950430186,0.962826212408198,-0.00170592517655806,"sin tendencia"
620645704,"B","Vegetacion altoandina",36.2221238017082,0.0473181615403629,0.148601622666496,-0.0475273843047591,0.674820309053515,-0.0191654182142722,"sin tendencia"
620645704,"C","Otra formacion natural",9.87195990979671,-0.0202729906642191,0.000121324268998649,-0.390746792406335,0.000413643943242859,-0.0182946978343859,"perdida"
620645704,"D","Agricultura, silvicultura y ganaderia",49.0188054740429,-0.0347424750032834,0.117552262162511,-0.0192431085129056,0.870419578443091,-0.00557019855036637,"sin tendencia"
620645704,"E","Infraestructura antropica",0.143906908597273,0.0048236695810788,0.158087968614769,0.0163335617023203,0.896037367119562,0,"sin tendencia"
620645704,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620645704,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620645704,"H","Cuerpos de agua",0.106704347665527,0.00119328521151106,0.322276819069233,0.0876539510234629,0.451923132322914,0,"sin tendencia"
620645704,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620645704,"NAT","Cobertura natural",50.8372844484552,0.0299189015169074,0.225940322933635,0.0089801173060226,0.944264535537063,0.00170600834936128,"sin tendencia"
620645711,"A","Bosque natural",100,0,NA,NA,NA,0,"sin tendencia"
620645711,"ANT","Uso antropico",0,0,NA,NA,NA,0,"sin tendencia"
620645711,"B","Vegetacion altoandina",0,0,NA,NA,NA,0,"sin tendencia"
620645711,"C","Otra formacion natural",0,0,NA,NA,NA,0,"sin tendencia"
620645711,"D","Agricultura, silvicultura y ganaderia",0,0,NA,NA,NA,0,"sin tendencia"
620645711,"E","Infraestructura antropica",0,0,NA,NA,NA,0,"sin tendencia"
620645711,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620645711,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620645711,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620645711,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620645711,"NAT","Cobertura natural",100,0,NA,NA,NA,0,"sin tendencia"
620645734,"A","Bosque natural",0.00351003598552779,-0.000264796970093138,0.019284541229566,-0.322543852664533,0.0132083182133058,0,"perdida"
620645734,"ANT","Uso antropico",95.4036659421399,-0.0209124871367146,0.21468157608026,-0.134701759590339,0.225592836436742,-0.0244557910429483,"sin tendencia"
620645734,"B","Vegetacion altoandina",0.722037170780822,0.0189503786127008,0.0185089387779606,0.296543601969664,0.0088968555812418,0.0192272218151225,"incremento"
620645734,"C","Otra formacion natural",3.86948441155255,0.00231978604063322,0.862942527787104,0.0115607151011576,0.925723017275696,0.00060808445726089,"sin tendencia"
620645734,"D","Agricultura, silvicultura y ganaderia",3.00449135247618,-0.00647683117685457,0.470885540928829,-0.113110913591307,0.310623162755138,-0.00782670645878241,"sin tendencia"
620645734,"E","Infraestructura antropica",91.5227065980434,0.0319591600720475,0.170093678571011,0.180885220021312,0.102836406021065,0.0396787492852447,"sin tendencia"
620645734,"F","Mineria",0.876467991620302,-0.0463948160319066,8.91806086506025e-12,-0.639739412130232,1.25097087947506e-08,-0.0372866008962903,"perdida"
620645734,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620645734,"H","Cuerpos de agua",0.00130394444568083,-9.29641443449741e-05,0.417606577447705,-0.108936645057682,0.43558717431803,0,"sin tendencia"
620645734,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620645734,"NAT","Cobertura natural",4.59633556276458,0.0209124035388958,0.214682959741293,0.134875009513505,0.225529837396371,0.02445576392347,"sin tendencia"
620645752,"A","Bosque natural",100,0,NA,NA,NA,0,"sin tendencia"
620645752,"ANT","Uso antropico",0,0,NA,NA,NA,0,"sin tendencia"
620645752,"B","Vegetacion altoandina",0,0,NA,NA,NA,0,"sin tendencia"
620645752,"C","Otra formacion natural",0,0,NA,NA,NA,0,"sin tendencia"
620645752,"D","Agricultura, silvicultura y ganaderia",0,0,NA,NA,NA,0,"sin tendencia"
620645752,"E","Infraestructura antropica",0,0,NA,NA,NA,0,"sin tendencia"
620645752,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620645752,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620645752,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620645752,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620645752,"NAT","Cobertura natural",100,0,NA,NA,NA,0,"sin tendencia"
620645763,"A","Bosque natural",99.9186009168625,-0.00195804053802301,0.566277898194346,-0.0679019870109678,0.610849916302994,0,"sin tendencia"
620645763,"ANT","Uso antropico",0.0813990808092058,0.00195804123258249,0.566277390892938,0.0679019870109678,0.610849916302994,0,"sin tendencia"
620645763,"B","Vegetacion altoandina",0,0,NA,NA,NA,0,"sin tendencia"
620645763,"C","Otra formacion natural",0,0,NA,NA,NA,0,"sin tendencia"
620645763,"D","Agricultura, silvicultura y ganaderia",0.0339026330038905,0.000350016586859949,0.852193379330006,0.0505248154626589,0.719496490432055,0,"sin tendencia"
620645763,"E","Infraestructura antropica",0.0474964478053152,0.00160802464572255,0.587465484496383,0.0335351515243972,0.81747443722243,0,"sin tendencia"
620645763,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620645763,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620645763,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620645763,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
620645763,"NAT","Cobertura natural",99.9186009168625,-0.00195804053802301,0.566277898194346,-0.0679019870109678,0.610849916302994,0,"sin tendencia"
620647048,"A","Bosque natural",1.03213338320529e-06,1.51043909737359e-07,0.0913759169214646,0.223606797749979,0.0997714364192216,0,"sin tendencia"
620647048,"ANT","Uso antropico",90.0296725537919,-0.0170911484261213,0.117068973769076,-0.100128452204526,0.369584746947214,-0.00918534129265486,"sin tendencia"
620647048,"B","Vegetacion altoandina",9.40341142937541,0.0155444403386921,0.165328313384394,0.033376150734842,0.770810101464652,0.00464527734688318,"sin tendencia"
620647048,"C","Otra formacion natural",0.566912312642671,0.00154655697793957,0.507964671091329,0.0401839036202178,0.726363623407186,0.000688104102244731,"sin tendencia"
620647048,"D","Agricultura, silvicultura y ganaderia",89.8864680528641,-0.024116847796915,0.0240996007709863,-0.192554715777935,0.0825214330626485,-0.0159990261582807,"sin tendencia"
620647048,"E","Infraestructura antropica",0.143204500927823,0.00702569937079228,1.16224899034992e-07,0.458738065814055,6.5942021393207e-05,0.00559085092390888,"incremento"
620647048,"F","Mineria",0,0,NA,NA,NA,0,"sin tendencia"
620647048,"G","Area no vegetada natural",0,0,NA,NA,NA,0,"sin tendencia"
620647048,"H","Cuerpos de agua",0,0,NA,NA,NA,0,"sin tendencia"
620647048,"I","Acuicultura",0,0,NA,NA,NA,0,"sin tendencia"
